"","DSU_Case_mod","CASE_ID","s.ccodeIMP","IMP_DATE","t.ccodeIMP","i.date","t.ccodeINV","s.ccodeINV","V_NUMBER.x","AD_CTY_NAME","CASE_REPCODE","INV_CTY_NAME","INV_CTY_CODE","PRODUCT","INIT_DATE","P_DUMP_DATE","P_INJ_DATE","P_DUMP_DEC","P_INJ_DEC","P_AD_DATE","P_AD_MEASURE","F_DUMP_DATE","F_INJ_DATE","F_DUMP_DEC","F_INJ_DEC","F_AD_DATE","F_AD_MEASURE","REVOKE_DATE","REVOKE_YEAR","WTO_F_AD_MEASURE","WTO_F_MARGIN_MIN","WTO_F_MARGIN_MAX","WTO_CITATION","s.polity2INV","s.democINV","s.democ.iINV","t.polity2INV","t.democ.iINV","wtopd","s.TX.VAL.AGRI.ZS.UNINV","t.TX.VAL.AGRI.ZS.UNINV","s.NE.TRD.GNFS.ZSINV","t.NE.TRD.GNFS.ZSINV","prevint","s.NY.GDP.PCAP.CDINV","t.NY.GDP.PCAP.CDINV","s.NY.GDP.MKTP.CDINV","t.NY.GDP.MKTP.CDINV","s.NE.EXP.GNFS.ZSINV","t.NE.EXP.GNFS.ZSINV","s.NV.AGR.TOTL.ZSINV","t.NV.AGR.TOTL.ZSINV","sdateINV","cdate","einitdate","t.tenureINV","s.tenureINV","eP_AD_DATE","s.NY.GDP.MKTP.CD_IMP","t.NY.GDP.MKTP.CD_IMP","s.NE.EXP.GNFS.ZS_IMP","t.NE.EXP.GNFS.ZS_IMP","s.NE.TRD.GNFS.ZS_IMP","t.NE.TRD.GNFS.ZS_IMP","s.NY.GDP.PCAP.CD_IMP","t.NY.GDP.PCAP.CD_IMP","s.NV.AGR.TOTL.ZS_IMP","t.NV.AGR.TOTL.ZS_IMP","WTOname.x","s.WTOdate","WTOname.y","t.WTOdate","t.WTOmem","s.WTOmem","t.GATTname","t.GATTdate","s.GATTname","s.GATTdate","s.GATTmem","t.GATTmem","t.polity2_IMP","t.democ_IMP","s.polity2_IMP","s.democ_IMP","s.democ.i_IMP","t.democ.i_IMP","V_NUMBER.y","AD.imposing.country","DSU_Case","DSU.case.descriptor","Exporting.Country","DSU_INIT_YR","AD_INIT_YR","AD_OTH_YR","unique","F_DATE","chal","pan_date","panel_date","panel.i"
"3321",NA,"IND-AD-364",750,"2004",710,2003,710,750,"Q4_2012","India","IND-AD-364","China","CHN","Melamine","9/10/03","2/27/04","2/27/04","A","A","4/2/04","DPU","9/3/04","9/3/04","A","A","11/16/04","DPU","IF","IF","MI","6.5","31.6","G/ADP/N/126/IND",9,9,1,-7,0,1,1.079833355,0.643643193,30.06518498,56.93216421,0,565.335483,1273.640744,6.18e+11,1.64e+12,14.6902912,29.5575468,20.7427547,12.7973531,"9/10/03",2003-09-10,2003-09-10,179,2001,2004-04-02,7.22e+11,1.93e+12,17.55132848,34.08005361,36.85744745,65.51084195,649.7106479,1490.380055,19.02855235,13.39314276,"India ",1995-01-01,"China ",2001-12-11,1,1,NA,NA,"India",1948-07-08,1,NA,-7,0,9,9,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,0,NA,NA,0
"3327",NA,"IND-AD-37",750,"1997",732,1996,732,750,"Q4_2012","India","IND-AD-37","South Korea","KOR","Purified Terephthalic Acid (PTA)","12/20/96","9/4/97","9/4/97","A","A","11/21/97","SD","3/19/98","3/19/98","A","A","4/28/98","SD","5/6/03","2003","SD","MI","MI","MI",9,9,1,6,1,1,2.53330323,1.161825166,21.55153995,54.70820165,1,410.8183568,13254.6374,4e+11,6.03e+11,10.2061841,25.74861093,27.12742197,5.457582593,"12/20/96",1996-12-20,1996-12-20,1394,202,1997-11-21,4.23e+11,5.6e+11,10.50646612,29.83791712,22.22954875,60.23187117,427.2361968,12196.76978,25.88700833,4.971705782,"India ",1995-01-01,"South Korea",1995-01-01,1,1,"South Korea",1967-04-14,"India",1948-07-08,1,1,6,7,9,9,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,0,NA,NA,0
"3335",NA,"IND-AD-377",750,"2004",710,2003,710,750,"Q4_2012","India","IND-AD-377","China","CHN","Nylon Tyre Cord Fabric (NTCF)","10/29/03","6/30/04","6/30/04","A","A","7/26/04","SD","3/9/05","3/9/05","A","A","4/27/05","DPU ","IF","IF","MI","20.76","24.47","G/ADP/N/132/IND",9,9,1,-7,0,1,1.079833355,0.643643193,30.06518498,56.93216421,0,565.335483,1273.640744,6.18e+11,1.64e+12,14.6902912,29.5575468,20.7427547,12.7973531,"10/29/03",2003-10-29,2003-10-29,228,2050,2004-07-26,7.22e+11,1.93e+12,17.55132848,34.08005361,36.85744745,65.51084195,649.7106479,1490.380055,19.02855235,13.39314276,"India ",1995-01-01,"China ",2001-12-11,1,1,NA,NA,"India",1948-07-08,1,NA,-7,0,9,9,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,0,NA,NA,0
"3338",NA,"IND-AD-38",750,"1997",800,1996,800,750,"Q4_2012","India","IND-AD-37","Thailand","THA","Purified Terephthalic Acid (PTA)","12/20/96","9/4/97","9/4/97","A","A","11/21/97","SD","3/19/98","3/19/98","A","A","4/28/98","SD","5/6/03","2003","SD","MI","MI","MI",9,9,1,9,1,1,2.53330323,5.361374003,21.55153995,84.77790103,0,410.8183568,3054.753307,4e+11,1.82e+11,10.2061841,39.25165463,27.12742197,9.501520234,"12/20/96",1996-12-20,1996-12-20,19,202,1997-11-21,4.23e+11,1.51e+11,10.50646612,48.00976809,22.22954875,94.60390837,427.2361968,2506.213519,25.88700833,9.44882478,"India ",1995-01-01,"Thailand ",1995-01-01,1,1,"Thailand",1982-11-20,"India",1948-07-08,1,1,9,9,9,9,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,0,NA,NA,0
"3341",NA,"IND-AD-382",750,"2005",710,2004,710,750,"Q4_2012","India","IND-AD-382","China","CHN","Narrow Woven Fabrics ","6/9/04","1/10/05","1/10/05","A","A","2/14/05","SD","6/7/05","6/7/05","A","A","7/25/05","SD","IF","IF","MI","355","355","G/ADP/N/132/IND",9,9,1,-7,0,1,1.203886488,0.539893236,36.85744745,65.51084195,0,649.7106479,1490.380055,7.22e+11,1.93e+12,17.55132848,34.08005361,19.02855235,13.39314276,"6/9/04",2004-06-09,2004-06-09,452,18,2005-02-14,8.34e+11,2.26e+12,19.28014883,37.06949052,41.30519008,68.61870494,740.1142606,1731.125235,18.81054342,12.12302312,"India ",1995-01-01,"China ",2001-12-11,1,1,NA,NA,"India",1948-07-08,1,NA,-7,0,9,9,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,0,NA,NA,0
"3349",NA,"IND-AD-39",750,"1997",850,1996,850,750,"Q4_2012","India","IND-AD-37","Indonesia","IDN","Purified Terephthalic Acid (PTA)","12/20/96","9/4/97","9/4/97","A","A","11/21/97","SD","3/19/98","3/19/98","A","A","4/28/98","SD","5/6/03","2003","SD","MI","MI","MI",9,9,1,-7,0,1,2.53330323,5.83042185,21.55153995,52.26474368,0,410.8183568,1153.587564,4e+11,2.27e+11,10.2061841,25.82455238,27.12742197,16.67238699,"12/20/96",1996-12-20,1996-12-20,11241,202,1997-11-21,4.23e+11,2.16e+11,10.50646612,27.85926279,22.22954875,55.99389633,427.2361968,1078.472261,25.88700833,16.09212141,"India ",1995-01-01,"Indonesia ",1995-01-01,1,1,"Indonesia",1950-02-24,"India",1948-07-08,1,1,-7,0,9,9,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,0,NA,NA,0
"3350",NA,"IND-AD-390",750,"2005",994,2004,994,750,"Q4_2012","India","IND-AD-390","European Union (excluding Germany)","EUN","Acrylonitrile Butadiene Rubber (NBR)","8/17/04","3/30/05","3/30/05","A","A","6/7/05","SD","10/5/05","10/5/05","A","A","11/29/05","SD","6/7/10","2010","DPU ","22","32","G/ADP/N/139/IND",9,9,1,NA,1,1,1.203886488,1.428685194,36.85744745,70.27789133,1,649.7106479,26795.93303,7.22e+11,1.32e+13,17.55132848,35.70172137,19.02855235,2.028298134,"8/17/04",2004-08-17,2004-08-17,NA,87,2005-06-07,8.34e+11,1.39e+13,19.28014883,37.04369782,41.30519008,73.30833573,740.1142606,27909.03457,18.81054342,1.769160588,"India ",1995-01-01,"European Union",1995-01-01,1,1,NA,NA,"India",1948-07-08,1,NA,6,NA,9,9,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,0,NA,NA,0
"3351",NA,"IND-AD-391",750,"2005",140,2004,140,750,"Q4_2012","India","IND-AD-390","Brazil","BRA","Acrylonitrile Butadiene Rubber (NBR)","8/17/04","3/30/05","3/30/05","A","A","6/7/05","SD","10/5/05","10/5/05","A","A","11/29/05","SD","6/7/10","2010","DPU ","22","32","G/ADP/N/139/IND",9,9,1,8,1,1,1.203886488,3.977149621,36.85744745,28.97323151,1,649.7106479,3607.191571,7.22e+11,6.64e+11,17.55132848,16.42509216,19.02855235,6.913395164,"8/17/04",2004-08-17,2004-08-17,594,87,2005-06-07,8.34e+11,8.82e+11,19.28014883,15.12835081,41.30519008,26.64834858,740.1142606,4739.305437,18.81054342,5.708390758,"India ",1995-01-01,"Brazil ",1995-01-01,1,1,"Brazil",1948-07-30,"India",1948-07-08,1,1,8,8,9,9,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,0,NA,NA,0
"3352",NA,"IND-AD-392",750,"2005",70,2004,70,750,"Q4_2012","India","IND-AD-390","Mexico","MEX","Acrylonitrile Butadiene Rubber (NBR)","8/17/04","3/30/05","3/30/05","A","A","6/7/05","SD","10/5/05","10/5/05","A","A","11/29/05","SD","6/7/10","2010","DPU ","50","50","G/ADP/N/139/IND",9,9,1,8,1,1,1.203886488,0.530017682,36.85744745,54.22641286,1,649.7106479,7042.024783,7.22e+11,7.7e+11,17.55132848,26.23368567,19.02855235,3.575193304,"8/17/04",2004-08-17,2004-08-17,1355,87,2005-06-07,8.34e+11,8.66e+11,19.28014883,26.56772725,41.30519008,54.57644624,740.1142606,7823.825498,18.81054342,3.370190492,"India ",1995-01-01,"Mexico ",1995-01-01,1,1,"Mexico",1986-08-24,"India",1948-07-08,1,1,8,8,9,9,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,0,NA,NA,0
"3353",NA,"IND-AD-393",750,"2005",994,2004,994,750,"Q4_2012","India","IND-AD-393","European Union","EUN","Certain Rubber Chemicals (MOR/PX13/TDQ)","8/17/04","4/8/05","4/8/05","A","A","7/7/05","SD","8/16/05","8/16/05","A","A","10/20/05","SD","IF","IF","DPU ","24","45","G/ADP/N/139/IND",9,9,1,NA,1,1,1.203886488,1.428685194,36.85744745,70.27789133,1,649.7106479,26795.93303,7.22e+11,1.32e+13,17.55132848,35.70172137,19.02855235,2.028298134,"8/17/04",2004-08-17,2004-08-17,NA,87,2005-07-07,8.34e+11,1.39e+13,19.28014883,37.04369782,41.30519008,73.30833573,740.1142606,27909.03457,18.81054342,1.769160588,"India ",1995-01-01,"European Union",1995-01-01,1,1,NA,NA,"India",1948-07-08,1,NA,6,NA,9,9,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,0,NA,NA,0
"3354",NA,"IND-AD-394",750,"2005",2,2004,2,750,"Q4_2012","India","IND-AD-393","USA","USA","Certain Rubber Chemicals (MOR/PX13/TDQ)","8/17/04","4/8/05","4/8/05","A","A","7/7/05","SD","8/16/05","8/16/05","A","A","10/20/05","SD","7/28/11","2011","DPU ","40","40","G/ADP/N/139/IND",9,9,1,10,1,1,1.203886488,2.645168965,36.85744745,24.28117618,1,649.7106479,41928.88614,7.22e+11,1.23e+13,17.55132848,9.636719068,19.02855235,1.34507504,"8/17/04",2004-08-17,2004-08-17,1304,87,2005-07-07,8.34e+11,1.31e+13,19.28014883,10.00656719,41.30519008,25.47841227,740.1142606,44313.58524,18.81054342,1.212483968,"India ",1995-01-01,"United States of America",1995-01-01,1,1,"United States of America",1948-01-01,"India",1948-07-08,1,1,10,10,9,9,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,0,NA,NA,0
"3355",NA,"IND-AD-395",750,"2005",710,2004,710,750,"Q4_2012","India","IND-AD-393","China","CHN","Certain Rubber Chemicals (MOR/PX13/TDQ)","8/17/04","4/8/05","4/8/05","A","A","7/7/05","SD","8/16/05","8/16/05","A","A","10/20/05","SD","IF","IF","DPU ","32","37","G/ADP/N/139/IND",9,9,1,-7,0,1,1.203886488,0.539893236,36.85744745,65.51084195,0,649.7106479,1490.380055,7.22e+11,1.93e+12,17.55132848,34.08005361,19.02855235,13.39314276,"8/17/04",2004-08-17,2004-08-17,521,87,2005-07-07,8.34e+11,2.26e+12,19.28014883,37.06949052,41.30519008,68.61870494,740.1142606,1731.125235,18.81054342,12.12302312,"India ",1995-01-01,"China ",2001-12-11,1,1,NA,NA,"India",1948-07-08,1,NA,-7,0,9,9,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,0,NA,NA,0
"3361",NA,"IND-AD-40",750,"1998",740,1997,740,750,"Q4_2012","India","IND-AD-40","Japan","JPN","Vitamin C","5/26/97","3/11/98","3/11/98","A","A","4/16/98","SD","5/25/98","5/25/98","A","A","7/24/98","SD","7/31/03","2003","SD","MI","MI","MI",9,9,1,10,1,1,2.004066084,0.531375085,22.22954875,20.38760447,1,427.2361968,34294.89898,4.23e+11,4.32e+12,10.50646612,10.73145689,25.88700833,1.613068025,"5/26/97",1997-05-26,1997-05-26,501,35,1998-04-16,4.29e+11,3.91e+12,10.82856928,10.7774668,23.29101706,19.6888759,425.4452943,30967.28809,25.79098082,1.704186546,"India ",1995-01-01,"Japan ",1995-01-01,1,1,"Japan",1955-09-10,"India",1948-07-08,1,1,10,10,9,9,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,0,NA,NA,0
"3364",NA,"IND-AD-402",750,"2005",710,2005,710,750,"Q4_2012","India","IND-AD-402","China","CHN","Sodium Formaldehyde Sulphoxylate (SFS)","1/28/05","8/26/05","8/26/05","A","A","11/11/05","SD","1/25/06","1/25/06","A","A","3/6/06","SD","IF","IF","MI","87.66","185.05","G/ADP/N/145/IND",9,9,1,-7,0,1,1.267858549,0.522731473,41.30519008,68.61870494,1,740.1142606,1731.125235,8.34e+11,2.26e+12,19.28014883,37.06949052,18.81054342,12.12302312,"1/28/05",2005-01-28,2005-01-28,NA,NA,2005-11-11,8.34e+11,2.26e+12,19.28014883,37.06949052,41.30519008,68.61870494,740.1142606,1731.125235,18.81054342,12.12302312,"India ",1995-01-01,"China ",2001-12-11,1,1,NA,NA,"India",1948-07-08,1,NA,-7,0,9,9,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,0,NA,NA,0
"3365",NA,"IND-AD-403",750,"2005",710,2005,710,750,"Q4_2012","India","IND-AD-403","China","CHN","Pentaerythritol","2/4/05","5/8/05","5/8/05","A","A","10/20/05","DPU","2/2/06","2/2/06","A","A","4/20/06","SD","IF","IF","MI","42","80","G/ADP/N/145/IND",9,9,1,-7,0,1,1.267858549,0.522731473,41.30519008,68.61870494,1,740.1142606,1731.125235,8.34e+11,2.26e+12,19.28014883,37.06949052,18.81054342,12.12302312,"2/4/05",2005-02-04,2005-02-04,NA,NA,2005-10-20,8.34e+11,2.26e+12,19.28014883,37.06949052,41.30519008,68.61870494,740.1142606,1731.125235,18.81054342,12.12302312,"India ",1995-01-01,"China ",2001-12-11,1,1,NA,NA,"India",1948-07-08,1,NA,-7,0,9,9,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,0,NA,NA,0
"3366",NA,"IND-AD-404",750,"2005",380,2005,380,750,"Q4_2012","India","IND-AD-403","Sweden","SWE","Pentaerythritol","2/4/05","5/8/05","5/8/05","A","A","10/20/05","DPU","2/2/06","2/2/06","A","A","4/20/06","SD","6/14/11","2011","MI","42","80","G/ADP/N/145/IND",9,9,1,10,1,1,1.267858549,3.997139567,41.30519008,89.03853758,1,740.1142606,41040.67418,8.34e+11,3.71e+11,19.28014883,48.43128865,18.81054342,1.196598628,"2/4/05",2005-02-04,2005-02-04,NA,NA,2005-10-20,8.34e+11,3.71e+11,19.28014883,48.43128865,41.30519008,89.03853758,740.1142606,41040.67418,18.81054342,1.196598628,"India ",1995-01-01,"Sweden ",1995-01-01,1,1,"Sweden",1950-04-30,"India",1948-07-08,1,1,10,10,9,9,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,0,NA,NA,0
"3374",NA,"IND-AD-411",750,"2006",710,2005,710,750,"Q4_2012","India","IND-AD-411","China","CHN","Silk_Fabrics_20-100 Gms/Meter","5/18/05","4/27/06","4/27/06","A","A","5/31/06","DPU","11/15/06","11/15/06","A","A","12/26/06","DPU","IF","IF","MI","42","77","G/ADP/N/153/IND",9,9,1,-7,0,1,1.267858549,0.522731473,41.30519008,68.61870494,1,740.1142606,1731.125235,8.34e+11,2.26e+12,19.28014883,37.06949052,18.81054342,12.12302312,"5/18/05",2005-05-18,2005-05-18,NA,NA,2006-05-31,9.49e+11,2.71e+12,21.0694752,39.12622529,45.29779299,70.55319578,830.1632213,2069.34363,18.28822509,11.11345205,"India ",1995-01-01,"China ",2001-12-11,1,1,NA,NA,"India",1948-07-08,1,NA,-7,0,9,9,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,0,NA,NA,0
"3375",NA,"IND-AD-412",750,"2006",850,2005,850,750,"Q4_2012","India","IND-AD-412","Indonesia","IDN","Fully Drawn or Fully Oriented Yarn/Spin Draw Yarn/Flat Yarn_Of Polyester","6/27/05","7/3/06","7/3/06","A","A","8/21/06","SD","12/26/06","12/26/06","A","A","2/20/07","SD","8/21/12","2012","MI","1.29","39","G/ADP/N/158/IND",9,9,1,8,1,1,1.267858549,5.05220915,41.30519008,63.98793448,1,740.1142606,1273.465176,8.34e+11,2.86e+11,19.28014883,34.06726688,18.81054342,13.12661836,"6/27/05",2005-06-27,2005-06-27,NA,NA,2006-08-21,9.49e+11,3.65e+11,21.0694752,31.03471631,45.29779299,56.65712681,830.1632213,1601.031191,18.28822509,12.97380272,"India ",1995-01-01,"Indonesia ",1995-01-01,1,1,"Indonesia",1950-02-24,"India",1948-07-08,1,1,8,8,9,9,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,0,NA,NA,0
"3376",NA,"IND-AD-413",750,"2006",732,2005,732,750,"Q4_2012","India","IND-AD-412","South Korea","KOR","Fully Drawn or Fully Oriented Yarn/Spin Draw Yarn/Flat Yarn_Of Polyester","6/27/05","7/3/06","7/3/06","A","A","8/21/06","SD","12/26/06","12/26/06","A","A","2/20/07","SD/PU","8/21/12","2012","MI","0.7","73","G/ADP/N/158/IND",9,9,1,8,1,1,1.267858549,0.800996405,41.30519008,71.18429245,1,740.1142606,18657.46113,8.34e+11,8.98e+11,19.28014883,36.80965361,18.81054342,3.147437074,"6/27/05",2005-06-27,2005-06-27,NA,NA,2006-08-21,9.49e+11,1.01e+12,21.0694752,37.16626369,45.29779299,73.55135,830.1632213,20917.04119,18.28822509,2.988785897,"India ",1995-01-01,"South Korea",1995-01-01,1,1,"South Korea",1967-04-14,"India",1948-07-08,1,1,8,8,9,9,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,0,NA,NA,0
"3377",NA,"IND-AD-414",750,"2006",820,2005,820,750,"Q4_2012","India","IND-AD-412","Malaysia","MYS","Fully Drawn or Fully Oriented Yarn/Spin Draw Yarn/Flat Yarn_Of Polyester","6/27/05","7/3/06","7/3/06","A","A","8/21/06","SD","12/26/06","12/26/06","A","A","2/20/07","SD","8/21/12","2012","MI","12.38","44","G/ADP/N/158/IND",9,9,1,3,0,1,1.267858549,2.467275997,41.30519008,203.8546446,0,740.1142606,5553.943582,8.34e+11,1.44e+11,19.28014883,112.8989768,18.81054342,8.262291704,"6/27/05",2005-06-27,2005-06-27,NA,NA,2006-08-21,9.49e+11,1.63e+11,21.0694752,112.1856484,45.29779299,202.577482,830.1632213,6179.658221,18.28822509,8.609982841,"India ",1995-01-01,"Malaysia ",1995-01-01,1,1,"Malaysia",1957-10-24,"India",1948-07-08,1,1,3,4,9,9,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,0,NA,NA,0
"3379",NA,"IND-AD-416",750,"2006",710,2005,710,750,"Q4_2012","India","IND-AD-416","China","CHN","Saccharin","7/4/05","4/1/06","4/1/06","A","A","6/6/06","SD","1/3/07","1/3/07","A","A","3/19/07","SD","IF","IF","MI","26.75","135.53","G/ADP/N/158/IND",9,9,1,-7,0,1,1.267858549,0.522731473,41.30519008,68.61870494,1,740.1142606,1731.125235,8.34e+11,2.26e+12,19.28014883,37.06949052,18.81054342,12.12302312,"7/4/05",2005-07-04,2005-07-04,NA,NA,2006-06-06,9.49e+11,2.71e+12,21.0694752,39.12622529,45.29779299,70.55319578,830.1632213,2069.34363,18.28822509,11.11345205,"India ",1995-01-01,"China ",2001-12-11,1,1,NA,NA,"India",1948-07-08,1,NA,-7,0,9,9,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,0,NA,NA,0
"3380",NA,"IND-AD-417",750,"2006",710,2005,710,750,"Q4_2012","India","IND-AD-417","China","CHN","Nylon Filament Yarn","7/4/05","2/3/06","2/3/06","A","A","3/29/06","DPU","7/3/06","7/3/06","A","A","8/29/06","SD","IF","IF","MI","83","83","G/ADP/N/153/IND",9,9,1,-7,0,1,1.267858549,0.522731473,41.30519008,68.61870494,1,740.1142606,1731.125235,8.34e+11,2.26e+12,19.28014883,37.06949052,18.81054342,12.12302312,"7/4/05",2005-07-04,2005-07-04,NA,NA,2006-03-29,9.49e+11,2.71e+12,21.0694752,39.12622529,45.29779299,70.55319578,830.1632213,2069.34363,18.28822509,11.11345205,"India ",1995-01-01,"China ",2001-12-11,1,1,NA,NA,"India",1948-07-08,1,NA,-7,0,9,9,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,0,NA,NA,0
"3382",NA,"IND-AD-419",750,"2006",820,2005,820,750,"Q4_2012","India","IND-AD-417","Malaysia","MYS","Nylon Filament Yarn","7/4/05","2/3/06","2/3/06","A","A","3/29/06","DPU","7/3/06","7/3/06","A","A","8/29/06","SD","IF","IF","MI","3.9","53.7","G/ADP/N/153/IND",9,9,1,3,0,1,1.267858549,2.467275997,41.30519008,203.8546446,0,740.1142606,5553.943582,8.34e+11,1.44e+11,19.28014883,112.8989768,18.81054342,8.262291704,"7/4/05",2005-07-04,2005-07-04,NA,NA,2006-03-29,9.49e+11,1.63e+11,21.0694752,112.1856484,45.29779299,202.577482,830.1632213,6179.658221,18.28822509,8.609982841,"India ",1995-01-01,"Malaysia ",1995-01-01,1,1,"Malaysia",1957-10-24,"India",1948-07-08,1,1,3,4,9,9,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,0,NA,NA,0
"3384",NA,"IND-AD-420",750,"2006",850,2005,850,750,"Q4_2012","India","IND-AD-417","Indonesia","IDN","Nylon Filament Yarn","7/4/05","2/3/06","2/3/06","A","A","3/29/06","DPU","7/3/06","7/3/06","A","A","8/29/06","SD","IF","IF","MI","118","118","G/ADP/N/153/IND",9,9,1,8,1,1,1.267858549,5.05220915,41.30519008,63.98793448,1,740.1142606,1273.465176,8.34e+11,2.86e+11,19.28014883,34.06726688,18.81054342,13.12661836,"7/4/05",2005-07-04,2005-07-04,NA,NA,2006-03-29,9.49e+11,3.65e+11,21.0694752,31.03471631,45.29779299,56.65712681,830.1632213,1601.031191,18.28822509,12.97380272,"India ",1995-01-01,"Indonesia ",1995-01-01,1,1,"Indonesia",1950-02-24,"India",1948-07-08,1,1,8,8,9,9,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,0,NA,NA,0
"3385",NA,"IND-AD-421",750,"2006",800,2005,800,750,"Q4_2012","India","IND-AD-417","Thailand","THA","Nylon Filament Yarn","7/4/05","2/3/06","2/3/06","A","A","3/29/06","DPU","7/3/06","7/3/06","A","A","8/29/06","SD","IF","IF","MI","31","59.45","G/ADP/N/153/IND",9,9,1,9,1,1,1.267858549,4.502948718,41.30519008,148.2547812,1,740.1142606,2689.953147,8.34e+11,1.76e+11,19.28014883,73.56771066,18.81054342,10.26510621,"7/4/05",2005-07-04,2005-07-04,NA,NA,2006-03-29,9.49e+11,2.07e+11,21.0694752,73.64689515,45.29779299,143.8038715,830.1632213,3143.235855,18.28822509,10.76635523,"India ",1995-01-01,"Thailand ",1995-01-01,1,1,"Thailand",1982-11-20,"India",1948-07-08,1,1,-5,0,9,9,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,0,NA,NA,0
"3386",NA,"IND-AD-422",750,"2006",732,2005,732,750,"Q4_2012","India","IND-AD-417","South Korea","KOR","Nylon Filament Yarn","7/4/05","2/3/06","2/3/06","A","A","3/29/06","DPU","7/3/06","7/3/06","A","A","8/29/06","SD","IF","IF","MI","49.9","74","G/ADP/N/153/IND",9,9,1,8,1,1,1.267858549,0.800996405,41.30519008,71.18429245,1,740.1142606,18657.46113,8.34e+11,8.98e+11,19.28014883,36.80965361,18.81054342,3.147437074,"7/4/05",2005-07-04,2005-07-04,NA,NA,2006-03-29,9.49e+11,1.01e+12,21.0694752,37.16626369,45.29779299,73.55135,830.1632213,20917.04119,18.28822509,2.988785897,"India ",1995-01-01,"South Korea",1995-01-01,1,1,"South Korea",1967-04-14,"India",1948-07-08,1,1,8,8,9,9,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,0,NA,NA,0
"3387",NA,"IND-AD-423",750,"2006",710,2005,710,750,"Q4_2012","India","IND-AD-423","China","CHN","Cellophane Transparent Film","9/27/05","2/3/06","2/3/06","A","A","3/30/06","SD","7/28/06","7/28/06","A","A","9/7/06","SD","IF","IF","MI","380","380","G/ADP/N/153/IND",9,9,1,-7,0,1,1.267858549,0.522731473,41.30519008,68.61870494,1,740.1142606,1731.125235,8.34e+11,2.26e+12,19.28014883,37.06949052,18.81054342,12.12302312,"9/27/05",2005-09-27,2005-09-27,NA,NA,2006-03-30,9.49e+11,2.71e+12,21.0694752,39.12622529,45.29779299,70.55319578,830.1632213,2069.34363,18.28822509,11.11345205,"India ",1995-01-01,"China ",2001-12-11,1,1,NA,NA,"India",1948-07-08,1,NA,-7,0,9,9,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,0,NA,NA,0
"3388",NA,"IND-AD-424",750,"2006",710,2005,710,750,"Q4_2012","India","IND-AD-424","China","CHN","Partially Oriented Yarn (POY)","12/13/05","7/4/06","7/4/06","A","A","8/2/06","SD","6/8/07","6/8/07","A","A","8/3/07","SD","IF","IF","MI","63","63","G/ADP/N/166/IND",9,9,1,-7,0,1,1.267858549,0.522731473,41.30519008,68.61870494,1,740.1142606,1731.125235,8.34e+11,2.26e+12,19.28014883,37.06949052,18.81054342,12.12302312,"12/13/05",2005-12-13,2005-12-13,NA,NA,2006-08-02,9.49e+11,2.71e+12,21.0694752,39.12622529,45.29779299,70.55319578,830.1632213,2069.34363,18.28822509,11.11345205,"India ",1995-01-01,"China ",2001-12-11,1,1,NA,NA,"India",1948-07-08,1,NA,-7,0,9,9,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,0,NA,NA,0
